system_id,latitude,longitude,easting,northing,slope,intercept,rvalue
58723,52.65,-0.48,502927,306891,0.8430974168472164,152.3812841249526,0.7018584760707276
58730,52.55,-1.09,461801,295072,1.9040887091167369,171.91472354806263,0.7038366936469008
58732,50.04,-5.17,173113,20355,1.289685457415823,53.46290437583849,0.7391222289097532
58734,54.55,-1.25,448610,517452,1.9044404720059178,152.15570214468477,0.6918719648675128
58739,52.51,0.99,603003,294436,1.1846578912688424,169.66600360925912,0.7123078129768545
58826,54.55,-1.25,448610,517452,3.0981824979537778,645.8552163307742,0.6668595834047439
58867,51.66,0.83,595833,199482,3.4646662477663037,153.74695890042767,0.68573329013648
58918,51.65,-0.09,532237,196305,1.1762722856223777,79.10971736591569,0.9255655153543783
58921,52.251392,0.7368439999999999,586916,264996,1.0839139092316847,301.49244110584874,0.7736291711544917
58935,53.145962,-1.162684,456101,361307,0.7855301654486355,43.117808753671966,0.8323358791615166
58941,53.92,-1.12,457892,447453,2.3951370509786383,763.9696516147822,0.6578683073299908
58943,51.33,-0.73,488579,159754,1.4527331105606345,252.1966013866092,0.6283228418810569
58944,52.287611,0.124975,545036,267623,0.6325723982793016,147.3805596451909,0.711487636273918
59012,53.83,-1.72,418526,437118,0.7725654145417862,156.5539376124848,0.7493155028861143
59019,50.85,-0.92,476124,106164,2.0076147856035367,100.19302807116674,0.6399783084534926
59095,51.720925,0.689652,585878,205890,1.4689958978674806,44.31198736813951,0.8547273755504821
59099,52.943459,-1.501078,433624,338568,1.200714586191179,67.71238123042275,0.7644346408031042
59123,50.41,-5.07,181968,61187,0.11645890742872343,103.28277034702809,1.0
59126,53.856,-0.446329,502290,441093,1.6136006445362527,324.67976815279644,0.6822717354293337
59130,52.23,-1.38,442442,259269,0.5694511891362243,52.52719564661086,0.8085591966614227
59157,54.87,-1.56,428335,552891,1.800210396757453,395.11994369316926,0.6116400154397558
59984,53.72,-0.5,499080,425887,0.3843624174032689,43.64755910141369,0.6410573335121039
60164,52.56,-0.26,518051,297217,3.0761174627207177,86.95489129259317,0.8142832048247406
65833,52.06,-0.01,536526,242048,5.528549092304208,-206.96763280757818,0.8957142305871713
66012,52.099935,1.301066,626187,249762,7.559139253272789,61.306362457534306,0.8690577227223197
67589,52.109394,-2.293145,380020,245714,2.15271864746273,52.45773815710311,0.6457092590103525
